300,400,160.95,160.85,Iris-setosa
469,1795,160.9,160.88,Iris-setosa
500,630,160.9,160.9,Iris-setosa
200,1172,160.85,160.81,Iris-setosa
200,828,160.84,160.85,Iris-setosa
1019,694,161.54,161.66,Iris-setosa
1000,158,161.66,161.66,Iris-setosa
500,200,162,161.7,Iris-setosa
3993,500,162.2,162.2,Iris-setosa
1000,500,162,162.37,Iris-setosa
342,600,162,162.3,Iris-setosa
1571,250,161.32,161.74,Iris-setosa
3098,100,161.51,161.5,Iris-setosa
100,100,161.51,161.6,Iris-setosa
350,100,161.75,161.68,Iris-setosa
100,1604,161.95,161.9,Iris-setosa
570,100,162.02,162,Iris-setosa
950,600,162.01,162.25,Iris-setosa
413,405,162,161.91,Iris-setosa
1276,700,162.08,162.23,Iris-setosa
800,1126,161.82,161.82,Iris-setosa
2935,100,161.61,161.96,Iris-setosa
1487,100,161.96,161.94,Iris-setosa
1088,18139,161.74,161.6,Iris-setosa
2550,970,161.35,161.31,Iris-setosa
5046,3040,161.02,161.06,Iris-setosa
100,200,160.85,160.87,Iris-setosa
16154,1800,160.82,160.73,Iris-setosa
1580,4743,160.88,160.85,Iris-setosa
7904,17260,160.71,160.65,Iris-setosa
10658,2800,160.9,160.9,Iris-setosa
10874,5618,160.97,161,Iris-setosa
6586,10413,161,161.03,Iris-setosa
3315,2930,160.71,160.88,Iris-setosa
4111,1500,160.88,160.9,Iris-setosa
8561,4400,161.16,161.05,Iris-setosa
560377,49899,160.9,161.49,Iris-setosa
181011,86471,161.59,161,Iris-setosa
114379,139433,161.02,161,Iris-setosa
84865,100013,161.44,161.36,Iris-setosa
75526,60832,161.79,161.68,Iris-setosa
46636,50123,161.48,161.6,Iris-setosa
58663,56760,161.2,161.32,Iris-setosa
51270,68609,161.21,161.22,Iris-setosa
79254,58851,161.21,161.23,Iris-setosa
60999,72725,161.5,161.24,Iris-setosa
67284,34486,161.68,161.57,Iris-setosa
113849,59227,161.08,161.33,Iris-setosa
163216,112567,160.42,160.53,Iris-setosa
51041,87906,160.4501,160.42,Iris-setosa
109129,99576,159.7681,159.81,Iris-setosa
98297,135983,160.09,159.83,Iris-setosa
40431,47595,159.96,160.16,Iris-setosa
28001,40963,160.25,160.16,Iris-setosa
26864,47507,160.22,160.32,Iris-setosa
70877,73921,160.361,159.6,Iris-setosa
52146,48051,160.5501,160.5,Iris-setosa
46984,44946,160.78,160.69,Iris-setosa
60797,38589,160.68,160.8,Iris-setosa
44265,32981,160.52,160.57,Iris-setosa
24395,21056,160.5601,160.54,Iris-setosa
51248,32626,160.72,160.67,Iris-setosa
42633,42481,160.61,160.76,Iris-setosa
39711,18571,160.75,160.685,Iris-setosa
42873,66939,161.15,160.97,Iris-setosa
52404,36016,161.27,161.22,Iris-setosa
56299,67732,161.43,161.34,Iris-setosa
66422,67448,161.37,161.5,Iris-setosa
33205,38391,161.4799,161.43,Iris-setosa
64384,76476,161.73,161.55,Iris-setosa
69338,95811,161.8,161.77,Iris-setosa
75771,53301,161.81,161.81,Iris-setosa
24915,49772,161.4902,161.3,Iris-setosa
31412,23715,161.31,161.52,Iris-setosa
35431,35031,161.475,161.46,Iris-setosa
23214,25977,161.67,161.5301,Iris-setosa
17645,32929,161.5,161.45,Iris-setosa
16339,17014,161.5135,161.53,Iris-setosa
11301,21557,161.53,161.515,Iris-setosa
21139,25950,161.5989,161.555,Iris-setosa
11765,13229,161.61,161.6,Iris-setosa
18759,24356,161.66,161.63,Iris-setosa
48131,47977,161.2,161.36,Iris-setosa
44968,22964,161.16,161.26,Iris-setosa
40309,17581,161.0767,161.2,Iris-setosa
10974,18799,161.1,161.1,Iris-setosa
34627,31033,161.4,161.29,Iris-setosa
17724,27597,161.5,161.6,Iris-setosa
6909,9674,161.6,161.5396,Iris-setosa
25950,10908,161.431,161.6,Iris-setosa
22335,34849,161.535,161.45,Iris-setosa
15035,9191,161.61,161.54,Iris-setosa
19048,25570,161.73,161.7,Iris-setosa
15230,30917,161.72,161.76,Iris-setosa
32734,14608,161.833,161.81,Iris-setosa
19082,23926,161.87,161.85,Iris-setosa
42243,20090,161.909,161.88,Iris-setosa
16446,18295,161.8168,161.81,Iris-setosa
15648,18968,161.88,161.89,Iris-setosa
10557,18715,161.83,161.9,Iris-setosa
16003,29425,161.6685,161.636,Iris-setosa
19255,9206,161.766,161.71,Iris-setosa
11800,23883,161.75,161.82,Iris-setosa
11904,21997,161.7682,161.71,Iris-setosa
44711,32971,161.95,161.82,Iris-setosa
19763,18315,162.25,162.24,Iris-setosa
35817,22378,162.33,162.33,Iris-setosa
20504,36531,162.43,162.39,Iris-setosa
43544,30420,162.49,162.47,Iris-setosa
19598,20115,162.36,162.37,Iris-setosa
21271,9898,162.29,162.42,Iris-setosa
24942,6195,162.34,162.3212,Iris-setosa
23263,15518,162.26,162.35,Iris-setosa
15224,11608,162.1448,162.261,Iris-setosa
10237,17119,162.22,162.21,Iris-setosa
26494,15874,162.28,162.28,Iris-setosa
13230,17408,162.3306,162.29,Iris-setosa
25056,18246,162.43,162.37,Iris-setosa
8849,47226,162.25,162.2004,Iris-setosa
53043,12570,162.11,162.32,Iris-setosa
22523,22909,161.67,161.77,Iris-setosa
14181,14720,161.8,161.78,Iris-setosa
23230,14550,161.88,161.86,Iris-setosa
16389,12133,161.97,161.93,Iris-setosa
18950,16343,161.99,161.99,Iris-setosa
21755,10644,162.0984,162.0208,Iris-setosa
14839,29403,162.13,162.1,Iris-setosa
13983,14257,161.8,161.82,Iris-setosa
33313,21749,161.6501,161.63,Iris-setosa
25483,27978,161.4764,161.46,Iris-setosa
26888,12913,161.42,161.41,Iris-setosa
23866,23916,161.63,161.54,Iris-setosa
15078,16836,161.57,161.65,Iris-setosa
33103,17254,161.65,161.634,Iris-setosa
17513,15041,161.49,161.43,Iris-setosa
8038,17954,161.54,161.53,Iris-setosa
16297,18765,161.52,161.57,Iris-setosa
16785,12150,161.555,161.54,Iris-setosa
22425,32783,161.47,161.34,Iris-setosa
18251,20891,161.49,161.56,Iris-setosa
29247,28768,161.46,161.48,Iris-setosa
58118,38971,161.19,161.22,Iris-setosa
55210,49231,161.13,161.12,Iris-setosa
109235,65046,161.32,161.31,Iris-setosa
1000,574931,161.6,161.6,Iris-setosa
1000,321,161.55,161.6,Iris-setosa
115,100,161.6,161.6,Iris-setosa
371,100,161.69,161.68,Iris-setosa
700,300,161.68,161.6,Iris-setosa
800,427,161.89,161.88,Iris-setosa
100,100,162,162,Iris-setosa
1716,150,161.71,161.69,Iris-setosa
100,174,161.77,162,Iris-setosa
200,100,161.5,161.4,Iris-setosa
169843,400,161.17,161.42,Iris-setosa
23654,41391,160.61,160.6,Iris-setosa
12828,47347,160.61,160.5,Iris-setosa
28557,18391,160.64,160.6154,Iris-setosa
19901,30048,160.75,160.76,Iris-setosa
24606,25863,160.88,160.83,Iris-setosa
30513,31475,160.97,160.99,Iris-setosa
10673,29815,161.01,161.04,Iris-setosa
29648,16040,161.01,161.07,Iris-setosa
12678,16797,161.13,161.11,Iris-setosa
38988,16755,161,161.135,Iris-setosa
19720,12413,161,161,Iris-setosa
59177,21747,161.14,161.09,Iris-setosa
33369,15117,161.12,161.18,Iris-setosa
6561,10129,161.33,161.17,Iris-setosa
13342,14626,161.3401,161.39,Iris-setosa
9968,8320,161.34,161.37,Iris-setosa
14020,6280,161.36,161.3501,Iris-setosa
7405,15635,161.3,161.24,Iris-setosa
12640,22411,161.405,161.33,Iris-setosa
35120,7439,161.24,161.34,Iris-setosa
8187,10432,161.09,161.09,Iris-setosa
11737,15078,161.13,161.15,Iris-setosa
13784,44794,160.97,160.96,Iris-setosa
14901,19623,160.7781,160.73,Iris-setosa
6970,2385,160.8,160.8,Iris-setosa
12635,11279,160.8001,160.83,Iris-setosa
7261,13143,160.9201,160.9072,Iris-setosa
20040,16250,160.976,160.936,Iris-setosa
15493,10712,161.045,161,Iris-setosa
5900,12347,161.1187,161.0551,Iris-setosa
7948,5540,161.22,161.25,Iris-setosa
7886,15406,161.13,161.13,Iris-setosa
11450,38765,161.31,161.24,Iris-setosa
19943,12875,161.3,161.32,Iris-setosa
15694,16264,161.34,161.33,Iris-setosa
6455,11509,161.34,161.35,Iris-setosa
21483,24037,161.52,161.35,Iris-setosa
10728,9207,161.57,161.56,Iris-setosa
15710,9624,161.57,161.57,Iris-setosa
16715,9805,161.48,161.62,Iris-setosa
7177,12892,161.4776,161.49,Iris-setosa
46257,16842,161.26,161.38,Iris-setosa
6696,32119,161.39,161.36,Iris-setosa
6942,8400,161.42,161.4,Iris-setosa
6325,11113,161.485,161.442,Iris-setosa
11622,6516,161.35,161.3464,Iris-setosa
4484,4884,161.39,161.3615,Iris-setosa
7489,6496,161.395,161.4,Iris-setosa
4300,2498,161.4,161.42,Iris-setosa
8601,5676,161.45,161.41,Iris-setosa
21440,4062,161.48,161.48,Iris-setosa
5211,9125,161.57,161.57,Iris-setosa
23736,4777,161.63,161.6,Iris-setosa
38630,34988,161.7,161.6451,Iris-setosa
21922,12944,161.8686,161.81,Iris-setosa
6029,15959,161.79,161.78,Iris-setosa
12984,8217,161.74,161.78,Iris-setosa
11415,5275,161.74,161.74,Iris-setosa
4796,4618,161.826,161.81,Iris-setosa
12677,7330,161.72,161.71,Iris-setosa
7237,3247,161.79,161.76,Iris-setosa
11335,4527,161.83,161.809,Iris-setosa
8239,10176,161.9,161.89,Iris-setosa
5669,4751,161.94,161.91,Iris-setosa
4095,3278,161.95,161.91,Iris-setosa
4135,20922,162.08,161.96,Iris-setosa
7346,2257,162.07,162.09,Iris-setosa
8474,5844,162.13,162.0975,Iris-setosa
6518,4226,162.18,162.17,Iris-setosa
2300,4422,162.19,162.18,Iris-setosa
5104,6121,162.18,162.1904,Iris-setosa
5239,7393,162.23,162.1868,Iris-setosa
13132,23149,162.27,162.25,Iris-setosa
3423,7165,162.13,162.16,Iris-setosa
14877,5795,161.83,161.84,Iris-setosa
4904,4461,161.9201,161.91,Iris-setosa
9681,7130,161.93,161.9389,Iris-setosa
10899,2652,161.94,161.94,Iris-setosa
16962,21890,161.95,161.95,Iris-setosa
5960,10388,161.9801,161.98,Iris-setosa
5037,8411,162,162,Iris-setosa
8250,10500,162.06,162.03,Iris-setosa
6228,10699,162.09,162.07,Iris-setosa
6915,10212,162.17,162.13,Iris-setosa
7082,6748,162.11,162.09,Iris-setosa
12772,8862,162.14,162.15,Iris-setosa
5000,7639,162.21,162.19,Iris-setosa
14302,6769,162.02,162.01,Iris-setosa
6287,11251,162.072,162.06,Iris-setosa
10463,8268,162.12,162.11,Iris-setosa
12931,2382,162.16,162.16,Iris-setosa
9730,5631,162.02,162.06,Iris-setosa
9310,10138,162.09,162.07,Iris-setosa
17767,8979,162.12,162.1,Iris-setosa
16145,7387,162.22,162.16,Iris-setosa
14338,21093,162.18,162.19,Iris-setosa
6450,13681,162.19,162.19,Iris-setosa
9457,6225,162.21,162.2,Iris-setosa
13538,17403,162.24,162.221,Iris-setosa
23600,9417,162.19,162.24,Iris-setosa
34249,12736,162.28,162.21,Iris-setosa
37547,28933,162.275,162.2526,Iris-setosa
300,38150,161.261,162.3,Iris-setosa
200,898,162.3,162.43,Iris-setosa
102,112,162.3,162.3,Iris-setosa
8334,19475,161.6,161.61,Iris-setosa
6073,7392,161.7624,161.8,Iris-setosa
13110,7401,161.55,161.665,Iris-setosa
6132,14217,161.52,161.51,Iris-setosa
29100,15216,161.38,161.53,Iris-setosa
14141,15131,161.2415,161.1798,Iris-setosa
5569,14380,161.4306,161.385,Iris-setosa
9717,6631,161.57,161.45,Iris-setosa
14098,8768,161.62,161.45,Iris-setosa
20154,12715,161.27,161.27,Iris-setosa
12096,17585,161.27,161.28,Iris-setosa
8969,7010,161.27,161.28,Iris-setosa
11109,19329,161.34,161.345,Iris-setosa
7162,8875,161.475,161.46,Iris-setosa
10001,7344,161.47,161.52,Iris-setosa
6856,10784,161.29,161.29,Iris-setosa
10575,6224,161.36,161.3,Iris-setosa
21736,10228,161.21,161.34,Iris-setosa
3900,6696,161.15,161.165,Iris-setosa
15161,19260,161.06,161.1,Iris-setosa
12869,7511,161.04,161.035,Iris-setosa
13890,18457,160.825,160.9,Iris-setosa
5313,8391,160.9,160.93,Iris-setosa
6861,8058,160.95,160.87,Iris-setosa
5134,9738,161.0522,161.01,Iris-setosa
9075,11549,161.09,161.1,Iris-setosa
7632,7139,161.14,161.08,Iris-setosa
12425,11151,161.24,161.21,Iris-setosa
3661,6525,161.33,161.3,Iris-setosa
10709,12086,161.12,161.22,Iris-setosa
11006,17981,161.15,161.1862,Iris-setosa
7498,6228,161.2,161.2,Iris-setosa
17226,4255,161.179,161.2,Iris-setosa
3634,7846,161.2139,161.199,Iris-setosa
8963,3049,161.2545,161.245,Iris-setosa
2229,7852,161.32,161.34,Iris-setosa
4842,8596,161.08,161.13,Iris-setosa
4348,17487,161,161,Iris-setosa
2800,4286,161.0329,161.02,Iris-setosa
4100,2398,161.04,161.0686,Iris-setosa
2573,3252,161.0426,161.05,Iris-setosa
4001,5332,161.02,161.04,Iris-setosa
4700,11987,160.92,160.98,Iris-setosa
12122,7845,160.98,160.9533,Iris-setosa
6057,5600,160.9568,161.01,Iris-setosa
5570,15068,160.985,160.99,Iris-setosa
3330,3842,160.99,161.02,Iris-setosa
8125,13839,160.9854,160.95,Iris-setosa
7903,3909,160.94,161,Iris-setosa
10308,4635,160.83,160.81,Iris-setosa
20842,22225,160.45,160.52,Iris-setosa
9035,11150,160.46,160.4647,Iris-setosa
12125,14295,160.43,160.495,Iris-setosa
10413,20521,160.48,160.43,Iris-setosa
11902,7433,160.6,160.6,Iris-setosa
9394,12659,160.6376,160.59,Iris-setosa
6762,12491,160.695,160.6831,Iris-setosa
12254,6503,160.7,160.71,Iris-setosa
5981,3702,160.77,160.7621,Iris-setosa
4147,3435,160.82,160.83,Iris-setosa
10987,2667,160.86,160.825,Iris-setosa
15391,7318,160.82,160.78,Iris-setosa
6308,5500,160.888,160.92,Iris-setosa
7261,2400,160.9099,160.89,Iris-setosa
6250,6900,160.825,160.8236,Iris-setosa
5452,7098,160.7256,160.81,Iris-setosa
6201,4779,160.76,160.775,Iris-setosa
9344,6452,160.79,160.75,Iris-setosa
6592,3717,160.823,160.82,Iris-setosa
3615,19582,160.76,160.77,Iris-setosa
7811,3694,160.705,160.775,Iris-setosa
9925,4500,160.64,160.67,Iris-setosa
22598,6323,160.709,160.66,Iris-setosa
13756,5191,160.6,160.63,Iris-setosa
14978,6706,160.53,160.59,Iris-setosa
19245,9120,160.6,160.586,Iris-setosa
20049,6277,160.6,160.62,Iris-setosa
9484,12386,160.635,160.67,Iris-setosa
21643,9873,160.57,160.63,Iris-setosa
16018,11644,160.58,160.6,Iris-setosa
17885,18552,160.625,160.62,Iris-setosa
17766,16438,160.67,160.66,Iris-setosa
21423,16456,160.54,160.55,Iris-setosa
125000,61900,160.38,160.39,Iris-setosa
514827,43439,160.33,160.39,Iris-setosa
300,160,160.39,160.39,Iris-setosa
7205,8423,171.14,171.18,Iris-virginica
5635,3876,171.01,171.09,Iris-virginica
1524,11151,171.2,171.14,Iris-virginica
8060,7233,171.21,171.18,Iris-virginica
6128,5372,171.19,171.21,Iris-virginica
2804,8767,171.17,171.17,Iris-virginica
2324,100,171.095,171.11,Iris-virginica
4900,3406,171.1,171.155,Iris-virginica
6550,4735,170.9785,171.1,Iris-virginica
17602,11733,170.85,170.95,Iris-virginica
2950,8585,170.83,170.84,Iris-virginica
2695,7600,170.8971,170.83,Iris-virginica
6171,6628,170.89,170.9,Iris-virginica
6772,8686,170.81,170.83,Iris-virginica
8016,5000,170.86,170.8,Iris-virginica
12801,6079,170.98,170.95,Iris-virginica
7835,3855,170.76,170.76,Iris-virginica
5648,4703,170.6236,170.73,Iris-virginica
6430,4443,170.81,170.88,Iris-virginica
3680,2700,170.8,170.81,Iris-virginica
1975,4246,170.76,170.8,Iris-virginica
5502,6500,170.785,170.77,Iris-virginica
3054,10035,171,170.98,Iris-virginica
8585,7325,170.98,170.99,Iris-virginica
4900,7100,170.935,170.97,Iris-virginica
9960,4300,170.95,171,Iris-virginica
8469,3130,170.925,170.905,Iris-virginica
6700,3068,171.03,170.9869,Iris-virginica
5283,4649,170.99,170.96,Iris-virginica
5685,3415,171.02,171.02,Iris-virginica
1588,4492,171.04,170.99,Iris-virginica
5351,5946,171.0375,171.03,Iris-virginica
8568,21193,170.99,171.04,Iris-virginica
6621,3824,170.99,171.01,Iris-virginica
3036,4398,171.07,170.985,Iris-virginica
7800,2919,171.06,171.05,Iris-virginica
23961,11029,171.08,171.04,Iris-virginica
8076,2881,171.1,171.17,Iris-virginica
7780,5024,171.11,171.15,Iris-virginica
10720,12211,171.2861,171.15,Iris-virginica
22665,16259,171.25,171.25,Iris-virginica
3504,16790,171.13,171.12,Iris-virginica
8206,6140,171.07,171.13,Iris-virginica
10020,4211,171.2,171.19,Iris-virginica
6835,15846,171.1997,171.12,Iris-virginica
5723,5636,171.05,171.08,Iris-virginica
7028,7810,171.17,171.1378,Iris-virginica
8029,10744,171.2593,171.17,Iris-virginica
4875,7275,171.1394,171.12,Iris-virginica
3281,5200,171.09,171.09,Iris-virginica
6950,13549,171.1833,171.13,Iris-virginica
8107,3823,171.06,171.16,Iris-virginica
3424,2687,170.97,171,Iris-virginica
8327,6122,171.03,171.0336,Iris-virginica
2929,1561,171.07,171.03,Iris-virginica
4616,9317,170.95,170.98,Iris-virginica
5668,4806,170.98,170.94,Iris-virginica
4100,1880,170.98,170.97,Iris-virginica
5371,1600,170.97,170.99,Iris-virginica
16730,13511,170.5,170.8,Iris-virginica
10910,6461,170.48,170.46,Iris-virginica
9575,6376,170.68,170.67,Iris-virginica
5989,8069,170.65,170.65,Iris-virginica
12671,8295,170.5697,170.55,Iris-virginica
2683,5105,170.5494,170.52,Iris-virginica
7136,11075,170.57,170.62,Iris-virginica
5804,14222,170.71,170.7,Iris-virginica
22981,4957,170.65,170.67,Iris-virginica
7265,7690,170.64,170.65,Iris-virginica
9474,3978,170.61,170.63,Iris-virginica
12120,11729,170.53,170.54,Iris-virginica
19779,8754,170.59,170.58,Iris-virginica
11474,10409,170.62,170.56,Iris-virginica
19005,37117,170.41,170.355,Iris-virginica
33227,42656,170.25,170.25,Iris-virginica
47735,44571,170.11,170.06,Iris-virginica
190992,69848,169.98,170,Iris-virginica
265712,200,170.05,169.83,Iris-virginica
30857,350,165.25,170.78,Iris-virginica
72368,78975,163.75,164.41,Iris-virginica
14930,65400,164,164,Iris-virginica
14644,15863,163.75,164,Iris-virginica
39545,39370,163.31,163.51,Iris-virginica
16132,20799,163.54,163.43,Iris-virginica
4819,12151,163.75,163.75,Iris-virginica
6492,19177,164.25,164.1,Iris-virginica
5632,1580,164.1,164.12,Iris-virginica
5990,10650,163.81,163.81,Iris-virginica
4861,3310,163.57,163.58,Iris-virginica
11287,18657,163.33,163.5,Iris-virginica
4450,8665,163.28,163.2,Iris-virginica
2424,3900,163.19,163.08,Iris-virginica
1600,25711,163.16,163.15,Iris-virginica
2000,1079,163.15,163.17,Iris-virginica
10634,2412,163.05,163.21,Iris-virginica
200,3210,162.85,162.72,Iris-virginica
2100,3048,162.78,162.74,Iris-virginica
6192,2700,162.96,162.81,Iris-virginica
500,400,162.9,162.9,Iris-virginica
500,100,162.97,162.9,Iris-virginica
7026,3100,163,163.01,Iris-virginica
5696,5230,162.65,162.8,Iris-virginica
1004,1550,162.75,162.65,Iris-virginica
3298,2765,162.7,162.7,Iris-virginica
15125,7236,162.4,162.6,Iris-virginica
6000,6740,161.9,161.9,Iris-virginica
900,1100,161.99,162,Iris-virginica
1120,600,161.95,161.95,Iris-virginica
4384,8433,161.8,161.9,Iris-virginica
591,22370,161.74,161.65,Iris-virginica
800,790,161.75,161.69,Iris-virginica
1600,1120,161.66,161.75,Iris-virginica
8268,10574,161.5,161.41,Iris-virginica
3205,600,161.36,161.36,Iris-virginica
3509,13222,161.15,161.18,Iris-virginica
800,600,160.95,160.87,Iris-virginica
885,700,160.99,161,Iris-virginica
300,600,161,160.9,Iris-virginica
4240,1200,161,160.93,Iris-virginica
200,100,160.89,160.89,Iris-virginica
750,760,160.75,160.78,Iris-virginica
100,100,160.97,160.92,Iris-virginica
200,1100,160.97,160.88,Iris-virginica
300,300,160.95,160.96,Iris-virginica
263,100,160.85,160.93,Iris-virginica
880,1537,160.8,160.81,Iris-virginica
150,610,160.88,160.8,Iris-virginica
1000,100,160.96,161,Iris-virginica
500,200,160.95,160.95,Iris-virginica
328,300,160.9,160.91,Iris-virginica
272,500,160.9,160.95,Iris-virginica
600,428,160.82,160.88,Iris-virginica
200,150,160.85,160.9,Iris-virginica
600,600,160.85,160.85,Iris-virginica
10690,3214,160.88,160.85,Iris-virginica
100,1497,161.66,160.85,Iris-virginica
100,480,162.32,162.05,Iris-virginica
300,500,162.5,162,Iris-virginica
100,165,162.32,162.4,Iris-virginica
1871,113,162,162.11,Iris-virginica
600,500,161.7,161.71,Iris-virginica
621,5000,161.97,161.7,Iris-virginica
2085,200,161.91,162.05,Iris-virginica
395,200,161.91,161.91,Iris-virginica
785,500,162.45,162.28,Iris-virginica
1800,500,162.51,162.45,Iris-virginica
100,200,162.4,162.31,Iris-virginica
100,800,162.2,162.3,Iris-virginica
2087,500,161.91,162.05,Iris-virginica
100,6702,162,161.72,Iris-virginica
100,100,162.24,162.2,Iris-virginica
6944,575,161.6,161.76,Iris-virginica
2180,200,161.55,161.52,Iris-virginica
2600,4596,161.31,161.31,Iris-virginica
390,1240,161.31,161.31,Iris-virginica
1656,1079,161.57,161.5,Iris-virginica
4100,4080,161.5,161.5,Iris-virginica
1750,1405,161.15,161.5,Iris-virginica
5979,2300,161.06,161.06,Iris-virginica
200,990,161.09,161.06,Iris-virginica
4860,1640,160.95,161.03,Iris-virginica
540,2042,161.1,160.95,Iris-virginica
2437,2500,160.95,161.09,Iris-virginica
11972,4082,160.82,160.95,Iris-virginica
1200,4088,160.96,160.81,Iris-virginica
4137,2700,160.7,160.95,Iris-virginica
5900,1545,160.54,160.6,Iris-virginica
4915,4314,160.45,160.5,Iris-virginica
2350,9274,160.48,160.45,Iris-virginica
100,1839,160.65,160.45,Iris-virginica
3166,200,160.64,160.55,Iris-virginica
4100,7957,160.8,160.5,Iris-virginica
100,6772,160.89,160.8,Iris-virginica
2226,737,160.8,160.81,Iris-virginica
2340,2300,160.8,160.75,Iris-virginica
3473,7880,160.84,160.95,Iris-virginica
2832,2477,161.1,161.11,Iris-virginica
8146,900,161,161.08,Iris-virginica
10438,8210,161.3,161.51,Iris-virginica
7395,2829,161.42,161.26,Iris-virginica
39954,10726,161.69,160.9,Iris-virginica
145606,174323,161.03,160.92,Iris-virginica
133710,239452,161.89,161.7,Iris-virginica
147543,87254,161.58,161.82,Iris-virginica
156333,120061,161.1,161.53,Iris-virginica
91008,189695,161.06,161.01,Iris-virginica
